epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
20338,10110658,10110758,10110858,42392985272,42300274756,13653337015355807810,9040903711585544798,4612433303770263012,4612433303770263012,13243736904895133575,True
20339,10110761,10110861,10110961,42300274756,42295000000,12737925355514263552,5176132169184800254,7561793186329463298,7561793186329463298,12355787594848835645,True
20340,10110864,10110964,10111064,42295000000,42293572199,19763334063298241932,16079794364507795489,3683539698790446443,3683539698790446443,19170434041399294674,True
20341,10110967,10111067,10111167,42293572199,42224937898,19835115394887068592,4299396693333144700,15535718701553923892,15535718701553923892,19240061933040456534,True
20342,10111070,10111170,10111270,42224937898,42191371710,25016884028097921284,8672969968882955562,16343914059214965722,16343914059214965722,24266377507254983645,True
20343,10111174,10111274,10111374,42191371710,42054000000,15560714765511664816,4505051346246875485,11055663419264789331,11055663419264789331,15093893322546314871,True
20344,10111278,10111378,10111478,42054000000,42019165841,10570934756198033006,3566390578723196276,7004544177474836730,7004544177474836730,10253806713512092015,True
20345,10111381,10111481,10111581,42019165841,42026893283,21586470748352864654,16367457242307835667,5219013506045028987,16367457242307835667,20938876625902278714,True
20346,10111484,10111584,10111684,42026893283,42075042227,12687319737945613266,2647443465594614387,10039876272350998879,2647443465594614387,12306700145807244868,True
20347,10111589,10111689,10111789,42075042227,42023000000,16073070729268659546,2796859076752233173,13276211652516426373,13276211652516426373,15590878607390599759,True
20348,10111693,10111793,10111893,42023000000,42038448794,28694698809322001862,14330989064394997816,14363709744927004046,14330989064394997816,27833857845042341806,True
20349,10111796,10111896,10111996,42038448794,42010460023,12677739304669603229,6563370966872561866,6114368337797041363,6114368337797041363,12297407125529515132,True
20350,10111899,10111999,10112099,42010460023,41883851524,12275580152586945542,6231471191635365233,6044108960951580309,6044108960951580309,11907312748009337175,True
20351,10112002,10112102,10112202,41883851524,41846000000,19434668573791979774,4610202124628089971,14824466449163889803,14824466449163889803,18851628516578220380,True
20352,10112105,10112205,10112305,41846000000,42146750406,25722485910783284575,22577246183722784098,3145239727060500477,22577246183722784098,24950811333459786037,True
20353,10112208,10112308,10112408,42146750406,42249329464,30803553290472060052,23582608599126825002,7220944691345235050,23582608599126825002,29879446691757898250,True
20354,10112312,10112412,10112512,42249329464,42097376674,12929724972680815473,5386634851328985630,7543090121351829843,7543090121351829843,12541833223500391008,True
20355,10112415,10112515,10112615,42097376674,42040104522,17769946001263929772,3009099985217302148,14760846016046627624,14760846016046627624,17236847621226011878,True
20356,10112518,10112618,10112718,42040104522,42040000000,11126496520686635324,3098083017495924481,8028413503190710843,8028413503190710843,10792701625066036264,True
20357,10112621,10112721,10112821,42040000000,41965000000,15423997537020410974,7593549034340932724,7830448502679478250,7830448502679478250,14961277610909798644,True
20358,10112724,10112824,10112924,41965000000,41901698995,15238128703827956683,6405868862478356335,8832259841349600348,8832259841349600348,14780984842713117982,True
20359,10112828,10112928,10113028,41901698995,41945293871,25254565927890745873,10679919186535347775,14574646741355398098,10679919186535347775,24496928950054023496,True
20360,10112930,10113030,10113130,41945293871,41926040755,17466090089214895012,9325755397684327299,8140334691530567713,8140334691530567713,16942107386538448161,True
20361,10113033,10113133,10113233,41926040755,41868687498,19336669571486366162,14215983619867310465,5120685951619055697,5120685951619055697,18756569484341775177,True
20362,10113136,10113236,10113336,41868687498,41762740618,19087100523133331610,7962443830618000668,11124656692515330942,11124656692515330942,18514487507439331661,True
20363,10113239,10113339,10113439,41762740618,41809944928,22920079722749076019,17930169249179112686,4989910473569963333,17930169249179112686,22232477331066603738,True
20364,10113342,10113442,10113542,41809944928,41816106258,17373123105880570250,10882359633700867153,6490763472179703097,10882359633700867153,16851929412704153142,True
20365,10113445,10113545,10113645,41816106258,41736792082,14462490106575789520,9252094306173658591,5210395800402130929,5210395800402130929,14028615403378515834,True
20366,10113548,10113648,10113748,41736792082,41735000000,22216508179285027420,6534045911475172769,15682462267809854651,15682462267809854651,21550012933906476597,True
20367,10113652,10113752,10113852,41735000000,41821154318,9980218319926510654,3893367189211738569,6086851130714772085,3893367189211738569,9680811770328715334,True
20368,10113755,10113855,10113955,41821154318,41845919706,18845473788670648971,13353627638511647008,5491846150159001963,13353627638511647008,18280109575010529501,True
20369,10113859,10113959,10114059,41845919706,41974000000,9110883170104722768,6943350986492960495,2167532183611762273,6943350986492960495,8837556675001581084,True
20370,10113962,10114062,10114162,41974000000,42088633374,26857988616118462526,22306355883255427748,4551632732863034778,22306355883255427748,26052248957634908650,True
20371,10114065,10114165,10114265,42088633374,42048760387,17229708646992188397,8948485289322600463,8281223357669587934,8281223357669587934,16712817387582422745,True
20372,10114168,10114268,10114368,42048760387,42145932480,27836585663893080272,24003727361319935659,3832858302573144613,24003727361319935659,27001488093976287863,True
20373,10114271,10114371,10114471,42145932480,42095751633,9246295751688963377,4082368167070844319,5163927584618119058,5163927584618119058,8968906879138294475,True
20374,10114374,10114474,10114574,42095751633,42114772211,14519397064444534137,4840763667927215428,9678633396517318709,4840763667927215428,14083815152511198112,True
20375,10114478,10114578,10114678,42114772211,42377000000,13464642224333165461,6920366322799934167,6544275901533231294,6920366322799934167,13060702957603170497,True
20376,10114581,10114681,10114781,42377000000,42459000000,29048701361721972770,22838426665897482897,6210274695824489873,22838426665897482897,28177240320870313586,True
20377,10114684,10114784,10114884,42459000000,42403866421,12818058176294461900,3037698089324497041,9780360086969964859,9780360086969964859,12433516431005628043,True
20378,10114787,10114887,10114987,42403866421,42345611538,11938606548413267157,3432575783979180483,8506030764434086674,8506030764434086674,11580448351960869142,True
20379,10114890,10114990,10115090,42345611538,42335586679,15136091310882435069,8127160763945337609,7008930546937097460,7008930546937097460,14682008571555962016,True
20380,10114994,10115094,10115194,42335586679,42288941653,28795515311065616020,6545374362800520181,22250140948265095839,22250140948265095839,27931649851733647539,True
20381,10115097,10115197,10115297,42288941653,42171843786,21031265204934637418,5461453573521467924,15569811631413169494,15569811631413169494,20400327248786598295,True
20382,10115201,10115301,10115401,42171843786,41987004134,17644595778623864063,2546885199792665559,15097710578831198504,15097710578831198504,17115257905265148141,True
20383,10115304,10115404,10115504,41987004134,42038249515,11466882886020841907,7653544140981344283,3813338745039497624,7653544140981344283,11122876399440216649,True
20384,10115408,10115508,10115608,42038249515,42157060386,19371292661359055020,16517019465706386479,2854273195652668541,16517019465706386479,18790153881518283369,True
20385,10115512,10115612,10115712,42157060386,42111276761,13391614128368338337,5736966685005727155,7654647443362611182,7654647443362611182,12989865704517288186,True
