account,played,winnings,winnings_even_money,average_bet_size
0x524b490ad92b452602a6a7871bb80f86f6300a77,530,13.111722953194969,34.240313605653654,0.3364065566037737
0x87ccaf34de4569120b73635d4247d6726d9bd8af,203,8.988728553220488,32.13280102173277,0.3179834975369458
0x71860e997058ee8d41b519830becda58703820ff,504,-0.2760717723153835,31.178970380063966,0.07184685411690052
0x73960ad470d97c63caefa80dbdea2e9d3dbd72da,162,15.254126734057461,30.508253468114923,0.5
0x021a0940fa2583ca87dc036719a1865b3b4bd00a,237,27.411115338637597,29.250313212961185,0.629363777265367
0x4a53a6eafe44acefde06ccc190ee467f3a3d133a,498,2.8854459902051355,28.854459902051453,0.10000000000000088
0x33815642bd3c889a8c84134cac738b406ecdfe2a,329,0.8397116877994508,28.056729214416393,0.06787234042553215
0x5af9544c3b03ff859577eaaf54f398f24d279bc8,198,6.840521992133528,27.651956285837596,0.28476818181818186
0xd8b53f94144b5bad90b156ecca28422c26c08e6c,228,8.87296643381438,27.455239025463293,0.26240394736842093
0x1c4f8eeebcf6889a6778b95edac1a4d8d2e499b5,129,1.6709031732519757,27.117535348843003,0.07198245562125528
0x02960e46aa1bec18fc2e7f23c9c8310735a7ba13,149,2.6828251066592665,26.82825106659272,0.09999999999999976
0xb751eb851729e81523d5c36d12a71fbc4138ba0c,269,8.140161126935629,25.885813568560597,0.315520335221626
0xe79f50a2e0b87d0afcf52bdd170d284d36e016b2,331,16.64933902503576,24.43483722010523,0.26875934782775174
0x06c8828fc57af6647edb6b15da73a75f5397786e,405,6.768558416414562,24.092810333960742,0.2404106172839505
0x91c43b7551be1421fa2e8e130c094ea3f79dba7d,191,7.634442645531328,22.23450460654525,0.36115183246073246
0x804ac4c5de5d6b82f0504768b5d66062bb2c2c81,134,7.084486997026638,22.11100879005257,0.443098386870211
0x2149d2546ffd63e1839a757081813c8d44bb428f,546,-0.5634200493469099,21.532079914670952,0.09777049888929316
0x41167f8ebbf8e85a554c62f0b2c6294548f9a3c3,123,16.490977186657144,21.528750840694745,1.1553125535513749
0x9922c86df4415555de520935a85393a9bb1709c3,315,3.2114044861867623,21.482783895891576,0.10587831746031737
0x8e2627806f24b0b706dc33b8319cd3af7cc8dbf2,250,-1.547417360350364,21.319594409385758,0.0825461154825567
0x9544144c57125b7968bf77024f0a60ded5684b18,325,2.198068594040744,21.246905505247195,0.09091918405551914
0x6d5dcdc73e78329a625faae572f2d3a65d0096fa,424,1.8489206376578784,21.206292364644327,0.07892894784001643
0x02f8355f76626901c595d96adf6ba1a92b7703bf,78,2.854471202852945,21.059023877546025,0.1678845961097633
0x2efe9f47c8f14a28c3c284977f85114b7f264242,231,0.8430931831168249,20.91792844744618,0.030415550777690613
0x5b19c8bea8344e45c65112f3e3a8e7783f87da8b,141,1.9399263023806812,20.84699063300956,0.09999999999999976
0xd65a0001f89b8e4fd09ed79855b355e7152e585b,62,0.29079244907692087,20.51684102161195,0.02141103630487682
0x97771f79f5117d6756c650971ea3370ae829395e,68,2.359344549177501,20.417183505110238,0.09430143900139557
0x4b90f06035900912ea620f88e5297dec09e64413,179,3.7638069342810967,20.31328807813315,0.14318603351955325
0xbc467d225267fe2a155f93608aa0568d639cf84c,337,7.569946736014628,20.179931912495096,0.20120545994065284
0x9756b14cdda72ad80a415228839203aa941ad89c,35,3.8262234837291556,20.1434582718253,0.23192462901002173
0x680258c252f543db74b3e8a16345403b2e80125a,519,-0.4092164146601408,20.032002817610167,0.04778979083707978
0xf5f568a6c210fa2bb0eaf4757546bd50d6985e28,232,4.096848121056511,20.022700804883254,0.23900086206896567
0x202880449bdd641188c69bd72629751968811190,255,1.4537351446186575,19.690697417593874,0.14259529411764707
0xc07c059922a4b7d83d0ce22461f51b6fc9f181c7,346,-0.13821376133235433,19.598838170094,0.029070886999170622
0x8ab2dc0f3dee6771befb8ec769d273dd2b747cf7,324,1.5421092455983203,19.455672419362237,0.030981481481481388
0xe0db29a57739247e36e34db32d4072d5e4db3fbc,261,10.35655640319363,19.438926395253336,0.4152850191570882
0x5d942c90c17661c9012e8013c67e627b181efd9a,181,4.725585078150766,19.389473617507612,0.16869801691322842
0x4607e79f16b9336bc05c8e4c2f55a8bc32286261,67,14.826367818066181,19.374142377598947,0.9566899288915697
0xcef6eced1b8e24524d05a7ef5cb46b717d9c8bb8,794,-1.2841512409402582,19.34930819139105,0.06007938789404136
0x94220fad02daa8c64b0b7af79a47c8ccf5ffc287,31,4.291014223072237,19.320371702017468,0.2011660324986837
0x60bc8c7d45efdf1f0a109f83ac52935552c994ab,209,1.1946159455563226,19.12420388048311,0.05814116395088027
0x00a118e02a05df3e1d2bb36ec7ce9f4b1b0858e9,255,0.14069669751932568,18.950279167052948,0.015320731583534095
0x3ff8fa9d08340c007128abda67a8489dbdb4de00,152,1.2293967298279684,18.878555135324333,0.17116480542216905
0x864ecd91f007c4fc57a82323873cc22101ca5dd0,212,1.7526756747455512,18.796128663191272,0.10471698113207552
0xf55ba7f004a8613fa0f6f69548bc8aa16826caa6,332,3.119166076798092,18.446413676413293,0.18119879518072243
0x670d11d8dabf6931233cb55e086fb5b1de04b1e1,106,4.103997365852397,18.328131069643327,0.26683390632119697
0x4b3dbd1edd96beaf12f4c5a94a429fd8b9ec80b1,85,4.208086331622282,18.172962122946515,0.20110075393000315
0x7cb9fdbec630c7ca582937506f228540fe478a82,149,59.62540847072029,18.062411328887894,2.469798657718121
0xc566cabad3c753d44d74e57b6830fe4a814cb301,156,1.7380549841821569,18.052648203637947,0.05328205128205121
0xb8a64d34afce94063272445726f85ae3624a05ec,102,2.391299561244753,17.688189633347857,0.12440300556126903
0xfc3d652fd653f8a80e48793727c5370e689c8599,40,5.51605053887662,17.671954293046618,0.23400023463398276
0x602a86280f20fa0e41c92d7b78c72d74e75660ba,250,-0.36445662155422803,17.549024964289377,0.060777364721927296
0x82fadbcfc3e7d38fb005a94309c4b3b6e2fc937e,63,5.23803793842465,17.53147855510111,0.6592087008415803
0xd61c313efb239e254dc2d4ebfe214c11c7da131f,478,2.0810733419281315,17.42924722714529,0.07200714615561649
0x08183033841b25f12b5339b321967616fd36c056,148,1.3366848702285905,17.31949133823835,0.08904222856226852
0x3cfd88a10393916dae5584d68079e42c30848421,118,7.788003575477829,17.28286368217376,0.5156864406779659
0x222b9e2f82064bd11298393847aa0ccf8db16c9a,215,2.2703168844392656,17.204353435271955,0.061942596383765265
0x6898c874ef2b1d892c9184cbee8ecadc2105be11,503,-5.201239899117147,17.18025728939263,0.2250097332741901
0xed96183a7c16ab9b81e1acd7f5fbb65b595d24f7,165,-1.0833841128535757,17.13829830627246,0.1580768235190317
0x7f1f7866a05f40b2c8aee3446b73e19ea22128e7,99,1.4688697434931537,16.899794842507255,0.0731930093798936
0x18b31f860cfddae82e6851553c1fdd0e0b3deaab,414,8.915566241059851,16.850890193944014,0.15433476719567008
0x0895794c6b2d0ef6ced72a2f64c3557e72df3b1f,123,-0.1405649175614493,16.848340416602902,0.040993329957142305
0xd3f24006d0918aae5f93c647625cf5c953105e23,58,2.9502179538836186,16.728495032657676,0.1684740797171952
0xcc0597fd7ce9e748d861bd984ca488456314b51e,88,8.174005848597389,16.694043134143826,0.41282220265429825
0xa2f86ef1de37ed39cb905e0a447e19fd343c5ec2,158,0.7734009073899227,16.69263785570191,0.23505679059895443
0x68f9f681e4522acd704217093f074db3b5fca397,332,0.977655992134143,16.289307325203097,0.11203095646389061
0x3160e94adbec36824252c62f67ca62c2ae71e5b5,61,5.956013417740057,16.27000334270953,0.6614301102544219
0x7f781792935a505487251be1b371094898274802,59,23.405803801836484,16.0941169995321,1.0385808429058805
0x43a00794ceefda6662946de15728bd0e3927bbed,147,0.16365901012570783,16.054220086188984,0.014425252142476593
0x581d83e7fe01118d2f16219da59edf83c499057f,91,1.449045615246418,15.961222741315346,0.09770429570429578
0xcff2d79bb39ca650931f514be03d2439f835490c,94,0.376007395543389,15.697927680518493,0.027775531914893604
0x0e2246323d3b0ce210df1df7c906fd93179067d4,32,3.7159665103867705,15.576268957997343,0.2452771963196092
0x066c2e6bc69f60a99a0423dcbe4bdf676745dd22,316,0.3000127892659894,15.176756769721386,0.024460173035618645
0x3a9c40de36b8617b2da9da703d2c4ac3a9e10a28,373,1.265570866790072,15.151483817272942,0.03871457968256382
0x00cab90ef3af65f4cac6d3558a4e58edbfc3fdb8,393,0.12257501382538732,15.050193320452848,0.010950869234992142
0xed72319db709cd0741fe6e98349661abe1fe0f13,115,0.41811519166414923,14.898351472775847,0.03090608695652172
0x9ef4afdde20ad9a9fbc614c6bba742f17e151f75,115,5.5634975691348325,14.769562645156034,0.2485761892952518
0xdcee3fafd7ec8f67ab91c59f234a1c6da39b524f,78,1.9298756257647864,14.66864568439087,0.12475208232123865
0x0a67575f9ba862147e8fb87254e0811c77556704,109,1.1125758102662515,14.42526378791412,0.07466330275229359
0x8418481b46eba73d11a0a4928562e510fbc5b66e,198,0.5451711728082295,14.232986016432669,0.07078923695110098
0xd855a8a9c230f8bead71512543e1aa26213ea901,93,1.0217434095826385,14.192974603616321,0.13455089669702866
0x5464ef268c77367cc08b04904fe505cc752fb1bb,81,3.236031552555584,14.15911929743713,0.13764469129611248
0xaa92500556044aa4a0d96d9710f2cb369621e656,164,0.7327938641924381,14.139853585508597,0.46377551325596833
