id,status,startTime,endTime,priceTicketInCake,discountDivisor,rewardsBreakdown1,rewardsBreakdown2,rewardsBreakdown3,rewardsBreakdown4,rewardsBreakdown5,rewardsBreakdown6,treasuryFee,cakePerBracket1,cakePerBracket2,cakePerBracket3,cakePerBracket4,cakePerBracket5,cakePerBracket6,countWinnersPerBracket1,countWinnersPerBracket2,countWinnersPerBracket3,countWinnersPerBracket4,countWinnersPerBracket5,countWinnersPerBracket6,firstTicketId,firstTicketIdNextLottery,amountCollectedInCake,finalNumber
535,3,1652616620,1652659200,1120000000000000000,2000,250,375,625,1250,2500,5000,2000,1005805339882050950,15087080098230764253,201161067976410190042,0,0,0,240,24,3,0,0,0,5074323,5076813,12069664078584611402575,1899002
536,3,1652659820,1652788800,1070000000000000000,2000,250,375,625,1250,2500,5000,2000,1303113444928071187,20435188113644752710,187322557708410233181,0,0,0,345,33,6,0,0,0,5076813,5080616,22478706925009227981802,1399810
537,3,1652789419,1652832000,1060000000000000000,2000,250,375,625,1250,2500,5000,2000,1619294393612903928,25062260955690626709,459474784187661489681,0,0,0,227,22,2,0,0,0,5080616,5083139,18378991367506459587260,1269485
538,3,1652832621,1652961600,1060000000000000000,2000,250,375,625,1250,2500,5000,2000,1368194356205813284,23102938986218161466,269534288172545217110,0,0,0,394,35,5,0,0,0,5083139,5087036,26953428817254521711082,1129493
539,3,1652962221,1653004800,1120000000000000000,2000,250,375,625,1250,2500,5000,2000,1512837974885881583,25572780383167113689,1108153816603908259887,0,0,0,293,26,1,0,0,0,5087036,5090009,22163076332078165197756,1746504
540,3,1653005421,1653134400,1090000000000000000,2000,250,375,625,1250,2500,5000,2000,1503235834861276210,25963030347818327690,504836701207578593973,0,0,0,403,35,3,0,0,0,5090009,5094426,30290202072454715638428,1763810
541,3,1653135022,1653177600,1120000000000000000,2000,250,375,625,1250,2500,5000,2000,1881296380897954095,25397501142122380289,613772944267957523672,0,0,0,261,29,2,0,0,0,5094426,5097448,24550917770718300946898,1892330
542,3,1653178221,1653307200,1090000000000000000,2000,250,375,625,1250,2500,5000,2000,1489064118325817002,23186855556787721902,405769972243785133285,0,0,0,436,42,4,0,0,0,5097448,5102346,32461597779502810662827,1994526
543,3,1653307822,1653350400,970000000000000000,2000,250,375,625,1250,2500,5000,2000,1649101316180504269,22333543539130257826,434263346594199457732,2605580079565196746397,0,0,316,35,3,1,0,0,5102346,5105836,26055800795651967463977,1327419
544,3,1653351021,1653480000,1040000000000000000,2000,250,375,625,1250,2500,5000,2000,1525795047105084446,22217064466383790593,759083035934779511959,3036332143739118047838,0,0,398,41,2,1,0,0,5105836,5110439,30363321437391180478385,1339089
545,3,1653480621,1653523200,1050000000000000000,2000,250,375,625,1250,2500,5000,2000,1773568093481908259,27528861277088749939,351757671873911804783,0,4221092062486941657406,0,238,23,3,0,1,0,5110439,5113218,21105460312434708287031,1182669
546,3,1653523820,1653652800,1040000000000000000,2000,250,375,625,1250,2500,5000,2000,1443776242345035227,21223510762472017837,619019063905433853587,825358751873911804783,0,0,343,35,2,3,0,0,5113218,5117307,24760762556217354143515,1476459
547,3,1653653419,1653696000,1160000000000000000,2000,250,375,625,1250,2500,5000,2000,1738599137058332913,23589629200541471571,864953070686520624305,0,0,0,199,22,1,0,0,0,5117307,5119430,17299061413730412486109,1251063
548,3,1653696622,1653825600,1160000000000000000,2000,250,375,625,1250,2500,5000,2000,1611980851369120045,25193700725430279426,433891512493521479004,0,0,0,323,31,3,0,0,0,5119430,5122860,26033490749611288740274,1961132
549,3,1653826222,1653868800,1140000000000000000,2000,250,375,625,1250,2500,5000,2000,1824752573796386447,28988682933719866524,531459187118197552954,0,0,0,233,22,2,0,0,0,5122860,5125560,21258367484727902118190,1152579
550,3,1653869420,1653998400,1120000000000000000,2000,250,375,625,1250,2500,5000,2000,1148569824612664184,19812829474568457176,198128294745684571767,0,0,0,552,48,8,0,0,0,5125560,5131754,31700527159309531482733,1756764
551,3,1653999020,1654041600,1070000000000000000,2000,250,375,625,1250,2500,5000,2000,1584222002516161941,23763330037742429125,653491576037916800947,2613966304151667203791,0,0,330,33,2,1,0,0,5131754,5135503,26139663041516672037912,1770269
552,3,1654042223,1654171200,1070000000000000000,2000,250,375,625,1250,2500,5000,2000,1607458738395200171,19656424790158697753,376748141811375040284,0,0,0,375,46,4,0,0,0,5135503,5139720,30139851344910003222746,1951919
553,3,1654171825,1654214400,1160000000000000000,2000,250,375,625,1250,2500,5000,2000,1825900313861487156,25405199194590002333,306979490267962528199,0,0,0,269,29,4,0,0,0,5139720,5142755,24558359221437002255921,1721064
554,3,1654215019,1654344000,1150000000000000000,2000,250,375,625,1250,2500,5000,2000,1508690704883995422,21624566770003934386,270307084625049179826,0,0,0,430,45,6,0,0,0,5142755,5147374,32436850155005901579144,1244972
555,3,1654344621,1654387200,1170000000000000000,2000,250,375,625,1250,2500,5000,2000,2019349934247423251,26150581648504131105,1307529082425206555269,0,0,0,259,30,1,0,0,0,5147374,5150359,26150581648504131105399,1597772
556,3,1654387822,1654516800,1170000000000000000,2000,250,375,625,1250,2500,5000,2000,1678967399696886805,27158432127529371708,558256660399214862896,0,0,0,399,37,3,0,0,0,5150359,5154860,33495399623952891773777,1354704
557,3,1654517418,1654560000,1050000000000000000,2000,250,375,625,1250,2500,5000,2000,1657305365046769770,25481069987594085226,679495199669175606041,2717980798676702424164,0,0,328,32,2,1,0,0,5154860,5158473,27179807986767024241642,1232692
558,3,1654560621,1654689600,1100000000000000000,2000,250,375,625,1250,2500,5000,2000,1548878714246164493,26008255076716845454,312099060920602145449,0,6241981218412042908996,0,403,36,5,0,1,0,5158473,5162988,31209906092060214544984,1421586
559,3,1654690219,1654732800,1110000000000000000,2000,250,375,625,1250,2500,5000,2000,1883386544086922227,22482926870037634090,449658537400752681812,0,0,0,191,24,2,0,0,0,5162988,5165155,17986341496030107272491,1647059
560,3,1654733420,1654862400,1120000000000000000,2000,250,375,625,1250,2500,5000,2000,1758104907148071672,28255257436308294740,659289340180526877268,0,0,0,300,28,2,0,0,0,5165155,5168553,26371573607221075090743,1948692
561,3,1654863024,1654905600,1150000000000000000,2000,250,375,625,1250,2500,5000,2000,1872196993425855488,30490065321506789376,177858714375456271362,0,0,0,228,21,6,0,0,0,5168553,5171092,21343045725054752563519,1899121
562,3,1654906222,1655035200,1180000000000000000,2000,250,375,625,1250,2500,5000,2000,1810500179908930018,27242369894567181369,484308798125638779907,0,0,0,321,32,3,0,0,0,5171092,5174630,29058527887538326794461,1395065
563,3,1655035821,1655078400,1270000000000000000,2000,250,375,625,1250,2500,5000,2000,1999518505192951589,30775197862534994029,589857959031920718903,0,0,0,236,23,2,0,0,0,5174630,5177244,23594318361276828756122,1256788
564,3,1655084158,1655208000,1350000000000000000,2000,250,375,625,1250,2500,5000,2000,2061934159132038419,32208833589200462202,778380145072344503232,1556760290144689006464,0,0,302,29,2,2,0,0,5177244,5180707,31135205802893780129284,1968129
565,3,1655208621,1655251200,1570000000000000000,2000,250,375,625,1250,2500,5000,2000,2018747927509979199,42204448859505502645,1125451969586813403878,0,0,0,223,16,1,0,0,0,5180707,5183184,22509039391736268077569,1393278
566,3,1655251821,1655380800,1610000000000000000,2000,250,375,625,1250,2500,5000,2000,2176005158872527689,45696108336323081481,507734537070256460904,0,0,0,280,20,3,0,0,0,5183184,5186139,30464072224215387654296,1504248
567,3,1655381422,1655424000,1670000000000000000,2000,250,375,625,1250,2500,5000,2000,2760249183088483022,31225318883688464197,1249012755347538567900,0,0,0,181,24,1,0,0,0,5186139,5188368,24980255106950771358006,1883120
568,3,1655424621,1655553600,1730000000000000000,2000,250,375,625,1250,2500,5000,2000,2181012316878512579,37999945367152546096,548888099747758999176,0,0,0,302,26,3,0,0,0,5188368,5191555,32933285984865539950603,1139712
569,3,1655554224,1655596800,1860000000000000000,2000,250,375,625,1250,2500,5000,2000,2896557572908743563,57413909034441167068,669828938735146949135,0,0,0,185,14,2,0,0,0,5191555,5193589,26793157549405877965421,1408102
570,3,1655597422,1655726400,1860000000000000000,2000,250,375,625,1250,2500,5000,2000,3125801688693344091,47556839977977306536,554829799743068576263,0,0,0,213,21,3,0,0,0,5193589,5196050,33289787984584114575794,1307376
571,3,1655727024,1655769600,1660000000000000000,2000,250,375,625,1250,2500,5000,2000,2596167279731623096,36818372330739382095,1350006985460444010152,0,0,0,208,22,1,0,0,0,5196050,5198311,27000139709208880203054,1104846
572,3,1655770222,1655899200,1660000000000000000,2000,250,375,625,1250,2500,5000,2000,2364574104223107638,34404553216446216142,344045532164462161421,3440455321644621614213,0,0,291,30,5,1,0,0,5198311,5201675,34404553216446216142136,1816256
573,3,1655899822,1655942400,1650000000000000000,2000,250,375,625,1250,2500,5000,2000,2521068981996585151,37617002968212204766,1191205093993386484264,2382410187986772968528,0,0,189,19,1,1,0,0,5201675,5203634,23824101879867729685281,1808397
574,3,1655943022,1656072000,1650000000000000000,2000,250,375,625,1250,2500,5000,2000,2306579288541986920,28601583177920637811,715039579448015945279,0,0,0,248,30,2,0,0,0,5203634,5206263,28601583177920637811168,1751623
575,3,1656072621,1656115200,1510000000000000000,2000,250,375,625,1250,2500,5000,2000,2420699318605642121,41223085455078434943,1167987421227222323390,0,0,0,193,17,1,0,0,0,5206263,5208510,23359748424544446467816,1618419
576,3,1656115823,1656244800,1490000000000000000,2000,250,375,625,1250,2500,5000,2000,1883351809124987091,26162213174584059818,334294946119685208791,0,0,0,213,23,3,0,0,0,5208510,5211018,20057696767181112527470,1054937
577,3,1656245421,1656288000,1430000000000000000,2000,250,375,625,1250,2500,5000,2000,2137595007406075164,24689222335540168153,822974077851338938461,0,0,0,154,20,1,0,0,0,5211018,5212722,16459481557026778769229,1978382
578,3,1656288623,1656417600,1500000000000000000,2000,250,375,625,1250,2500,5000,2000,1723532849014297067,31644063107902494166,263700525899187451384,2637005258991874513845,0,0,306,25,5,1,0,0,5212722,5216004,26370052589918745138458,1728374
579,3,1656418221,1656460800,1480000000000000000,2000,250,375,625,1250,2500,5000,2000,2188743256422767509,36770886707902494166,183854433539512470830,0,0,0,168,15,5,0,0,0,5216004,5217752,18385443353951247083074,1015639
580,3,1656461423,1656590400,1570000000000000000,2000,250,375,625,1250,2500,5000,2000,2434050165408676285,25215238432280505898,672406358194146823953,0,0,0,221,32,2,0,0,0,5217752,5220341,26896254327765872958150,1347942
581,3,1656591018,1656633600,1730000000000000000,2000,250,375,625,1250,2500,5000,2000,2774295320947275295,46667610577363095151,362970304490601851178,0,0,0,157,14,3,0,0,0,5220341,5222065,21778218269436111070705,1565651
582,3,1656634221,1656763200,1650000000000000000,2000,250,375,625,1250,2500,5000,2000,2890090118269181865,33513929640698397403,290454056886052777494,0,0,0,201,26,5,0,0,0,5222065,5224387,29045405688605277749493,1321642
583,3,1656763821,1656806400,1690000000000000000,2000,250,375,625,1250,2500,5000,2000,2894654410126382027,54107770896977756364,1172335036101184721232,0,0,0,162,13,1,0,0,0,5224387,5226251,23446700722023694424644,1672428
584,3,1656807023,1656936000,1650000000000000000,2000,250,375,625,1250,2500,5000,2000,2556391779618048841,43823859079166551567,766917533885414652431,0,0,0,240,21,2,0,0,0,5226251,5228864,30676701355416586097249,1087608
585,3,1656936621,1656979200,1590000000000000000,2000,250,375,625,1250,2500,5000,2000,2863709620789722124,38886162219144647791,410465045646526837801,0,0,0,172,19,3,0,0,0,5228864,5230873,24627902738791610268072,1534587
586,3,1656979823,1657108800,1590000000000000000,2000,250,375,625,1250,2500,5000,2000,2330125163295921692,39903393421442658984,798067868428853179691,0,0,0,274,24,2,0,0,0,5230873,5233840,31922714737154127187649,1036144
587,3,1657109423,1657152000,1590000000000000000,2000,250,375,625,1250,2500,5000,2000,2920670337829473032,31944831820009861289,1277793272800394451567,0,0,0,175,24,1,0,0,0,5233840,5235884,25555865456007889031352,1838459
588,3,1657152624,1657281600,1590000000000000000,2000,250,375,625,1250,2500,5000,2000,1976209882793226172,34549600364695367919,417474337740069029024,0,0,0,338,29,4,0,0,0,5235884,5239384,33397947019205522321945,1796907
589,3,1657282223,1657324800,1560000000000000000,2000,250,375,625,1250,2500,5000,2000,3035589786679298928,41939069421227156250,442690177224064427089,0,0,0,175,19,3,0,0,0,5239384,5241448,26561410633443865625361,1432412
590,3,1657325421,1657454400,1570000000000000000,2000,250,375,625,1250,2500,5000,2000,2458756597299683095,43455850295753094701,555269198223511765629,0,0,0,271,23,3,0,0,0,5241448,5244492,33316151893410705937752,1002760
591,3,1657455021,1657497600,1590000000000000000,2000,250,375,625,1250,2500,5000,2000,2782003105221501985,42388942050611832878,447438832756458235940,0,0,0,193,19,3,0,0,0,5244492,5246743,26846329965387494156425,1519990
592,3,1657498222,1657627200,1610000000000000000,2000,250,375,625,1250,2500,5000,2000,2399284181326589816,42437338957214057386,424373389572140573868,0,0,0,283,24,4,0,0,0,5246743,5249978,33949871165771245909497,1665860
593,3,1657627825,1657670400,1690000000000000000,2000,250,375,625,1250,2500,5000,2000,2644986794811526166,43433467367431377057,1375393133301993606832,0,0,0,208,19,1,0,0,0,5249978,5252222,27507862666039872136646,1854177
594,3,1657671023,1657800000,1720000000000000000,2000,250,375,625,1250,2500,5000,2000,2034296435143646985,33959625973768945640,438645168827848881195,0,7018322701245582099130,0,345,31,4,0,1,0,5252222,5255658,35091613506227910495651,1917473
595,3,1657800624,1657843200,1680000000000000000,2000,250,375,625,1250,2500,5000,2000,2452945318227851815,41209481346227910495,1030237033655697762391,2060474067311395524782,0,0,168,15,1,1,0,0,5255658,5257496,20604740673113955247825,1883233
596,3,1657843820,1657972800,1610000000000000000,2000,250,375,625,1250,2500,5000,2000,2127959714139792343,29909655982075970165,269186903838683731486,0,0,0,253,27,5,0,0,0,5257496,5260351,26918690383868373148695,1243779
597,3,1657973422,1658016000,1620000000000000000,2000,250,375,625,1250,2500,5000,2000,2546483970948885688,44054172697415722408,1101354317435393060204,0,0,0,173,15,1,0,0,0,5260351,5262343,22027086348707861204086,1501743
598,3,1658016620,1658145600,1520000000000000000,2000,250,375,625,1250,2500,5000,2000,2197160589311025849,33323602271217225380,187445262775596892767,0,0,0,273,27,8,0,0,0,5262343,5265382,29991242044095502842859,1770653
599,3,1658146225,1658188800,1470000000000000000,2000,250,375,625,1250,2500,5000,2000,2235319163549484199,34966778344095502842,305959310510835649874,2447674484086685198999,0,0,219,21,4,1,0,0,5265382,5267784,24476744840866851989999,1880409
600,3,1658189423,1658318400,1440000000000000000,2000,250,375,625,1250,2500,5000,2000,2082889432712683886,31689674940557261993,739425748613002779849,0,0,0,284,28,2,0,0,0,5267784,5271220,29577029944520111193998,1361470
601,3,1658326866,1658361600,1410000000000000000,2000,250,375,625,1250,2500,5000,2000,2425227460632213111,47291935482328155671,0,2364596774116407783579,0,0,195,15,0,1,0,0,5271220,5273332,23645967741164077835797,1451250
602,3,1658362222,1658491200,1490000000000000000,2000,250,375,625,1250,2500,5000,2000,2072119573407989766,34907245121257673761,756323644293916264831,0,0,0,292,26,2,0,0,0,5273332,5276646,30252945771756650593266,1906069
603,3,1658491821,1658534400,1450000000000000000,2000,250,375,625,1250,2500,5000,2000,2509076149246596416,30265731050287069269,403543080670494256921,0,0,0,193,24,3,0,0,0,5276646,5278766,24212584840229655415285,1864507
