account,played,winnings,winnings even money,average bet size
0x6126b3c909822aa80f79807aadd67016f0cd6f4b,18098,155.23850450544916,855.2212555369073,0.22540186760968312
0xbf9c138ffa484e1a2a9a26f8e71683ca0f6965a5,12570,96.64090136004933,675.9317416830847,0.1406285600636442
0x953181d887cd7c7f5c9891515e8a3a6c9c4e9583,17070,146.76425449885625,523.7620640611328,0.262411080465085
0x19c9a419ce409065fd412aaee0d6e5dfc59d62fb,6237,65.5468860115008,486.26916364184154,0.1406891133557784
0x3c7a328f62493b6038dcb381f9766ed0500532b0,20681,120.2520997174412,477.7920912788349,0.3504782238232849
0xb701d13a0127a0473bea9895b4da65d0e270ad2f,6892,39.8039616491194,477.31638811132115,0.08256442251886302
0x53c236e8e1f031f2a4001df97d6776f1ba6710d7,19169,73.5678809732203,475.15804464724397,0.2110992227032639
0x5df6b55136e33b69489209b01809d8d7a3e57d17,8435,68.87903722995765,471.2267984983937,0.16017728512152593
0xf5f568a6c210fa2bb0eaf4757546bd50d6985e28,23485,127.7050810329216,434.21320040918744,0.31906543453268726
0x4a53a6eafe44acefde06ccc190ee467f3a3d133a,18215,110.20962110608522,410.82688700738504,0.2662311281911516
0x10fe0db2613cf129225336c19cdffb0e9d3f3d4e,9178,22.139495822903633,341.1119956258856,0.07099100566572272
0x65e83f2e32e4f9a04abdaa900ae824be49154dd6,7851,117.48669398499747,337.6911932901235,0.41218965785911993
0x9808153fa4135eb57c9c45802cc9f25385e0a8a6,6202,57.49611797309572,325.5086870258391,0.25006017413736625
0x86287c6c1f599071bedd36163be07ad4ae37b4b4,3563,45.463255446370574,316.86129325019937,0.12940439559773484
0x4a35485c9ffc4aa9a91900708b89aeefac469263,6104,32.716648171757086,304.0473035858681,0.10647514744429916
0x87ccaf34de4569120b73635d4247d6726d9bd8af,9040,34.729502116661585,295.3895126524924,0.2869615796460173
0x252ac494558137ac8fdc5770b62506b8a1ee6dab,6549,40.93693544506698,289.55517323781714,0.1837223658601904
0xb865cfe72cb0db1e91e1cac71128c12b20da2db1,4727,33.27316135202809,283.98323856458416,0.14180875819759547
0x3c27a7e1df874aeecc9b500f7d90cb837697010a,3210,79.52349370741221,279.92501021446395,0.243184900428665
0xd8b53f94144b5bad90b156ecca28422c26c08e6c,12142,60.25384242993958,274.48563867267023,0.26110506506342074
0xb8644fded9dfd51eabfba77fbb3381a40fb880b8,2455,61.86271900021255,263.68831712656083,0.2246349140694733
0x18cbfeeb079aa7d9498a292198825fabd7b0028b,5871,90.59336957517027,256.61450086866853,0.36276417986715376
0xe4cb3bfc192407f6fe246ebc4322923ad5cbe0d2,3487,39.621405263770846,252.5601344540406,0.12727267759265518
0x4d9eded14307c78842df2d6a2e984992b3df2807,7159,104.20376428588226,251.3038715523037,0.37182380220701367
0xf9f2c8f66437df781cb4714452616b6257d13d22,5828,30.644674620321428,249.99589813473753,0.0782553589844409
0x7e6abc3ae9ceb557292e56cd9879bc72ce8745e0,10220,50.60894005029842,243.67893016470276,0.2148894324853311
0x52aa9f41f47e3e17df67922e5a9d496a3daf34fb,6429,69.28646659336843,238.35460310152988,0.3627680510188468
0x27c18d88f304c64d18c92e5c582dd3f9f6cf7979,6761,43.884906360752424,234.1214187894979,0.30875524855198944
0xfb0ec12b750b8972488e1e9660a90515b88f4792,9212,21.028531981969376,230.19699525692332,0.2923160315093865
0x1c680d087becf1243e30ccb66fe84e908f7c2bd4,4179,4.884783235836815,220.6371657739737,0.09335549253905404
0xbb9907694df4597c15112f80b3cacbcf1221f029,7055,24.360167915830655,215.8291756260509,0.031156190696341148
0xd72bc67fd5f752917651345b3f6abe997eb676d3,2636,76.41857766473811,215.34278525608948,0.33860022942697376
0x9922c86df4415555de520935a85393a9bb1709c3,6057,16.989472436951885,215.0290123539519,0.0745475879148091
0x2746162eac0e10836a6d8c4877ff9e273f86a6fc,2405,63.66581205209022,214.23732535311657,0.33139104457000856
0x0be28a5d93960168ba4f4aded7f7ff113aa2d22e,3838,61.019125383344054,212.5798322255657,0.20920844189682403
0x839cfcc7bf7b13a837768675e26b87711ea1f305,2130,16.101674538833265,203.64987361241197,0.07137036230391534
0x77f56855123e2399bc7b3f9e7c647b9c24c2950f,5146,57.36939908565363,201.40750597460752,0.2809206956859696
0x5e97cdf11fc28ecff5edba1dd67aca4ad0baa716,7108,26.16699207573097,196.21955220792645,0.10397982414181205
0x09b6236579948fce6fe12f32bb79bb4598408e55,8347,24.200503242553648,194.98026521219435,0.1090885635557689
0xf9bdd2cca95a603c25a2e5f29ac87ae9fcfc96d8,5267,66.02119832461905,193.5060194647402,0.32339225365482727
0x3b972c2fd4f7c8dc4763ef0fb024244f53e1264f,5116,13.933792044392717,192.30886601905877,0.12483475899828916
0x8bfd109e45f0834f2af29785027989c9b38d58af,5595,77.48742537133403,191.13394277655644,0.34900107238605804
0x06c8828fc57af6647edb6b15da73a75f5397786e,11716,101.29197733252433,190.78237359390565,0.29121415158757236
0x8c5364ed18d304fd3101db4fa277b7b7ef38d04e,5309,5.107105671631023,189.46355863475094,0.07484315878696489
0x86a93208e14f60e0c7b0bf33a819b7940ad4a665,4385,25.693625323320898,188.40690639480027,0.11418167388825638
0x4d8d0542e4c1506af65c7f5f96a97029800bec4d,4978,7.300632741792144,187.91761658973468,0.049769304941744134
0x4f237f1c6091b1e487f6d1402ba959c5331402a9,4507,6.512300802760853,187.16558893018794,0.06247437319724938
0x67d3047519baa36e48f2fcaf369d2fbb71e6a327,2225,13.004743272726241,185.3172545346257,0.08501189556151574
0xc9c91118f1690d8087fc0e25239661c86e19807b,7456,75.38462757162853,184.09116852463583,0.41163988558195963
0x92f87c517bfb8fbfbb40d15faca6a98ee7f2261f,4095,4.909801652525676,183.85713284989617,0.0972515411477409
0x371cdaaabae929c00c2ade6231d2e0b3d138ee83,5854,22.50215242816837,181.90226817849356,0.11736712377459263
0x1082d5f0ccb7a7b7fed86d280c47b172dcf0039b,9600,28.093136364881673,181.39193557478373,0.2611498413020788
0x9064b9784be4aea7147729db7e888e62a04626d3,7180,49.84255744052712,179.63481132352487,0.4217876349554006
0x123c501d2c6797b71ee8152ef7c0ca7129fd7082,2511,51.10179582809055,176.7388019075685,0.34940646296295735
