epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
19053,9667816,9667916,9668016,34255691990,34297535656,18979730847255867998,15931477060349537382,3048253786906330616,15931477060349537382,18410338921838191958,True
19054,9667919,9668019,9668119,34297535656,34307117406,23585794568472917685,11502487287668082017,12083307280804835668,11502487287668082017,22878220731418730154,True
19055,9668022,9668122,9668222,34307117406,34249969745,19316220333894811216,5481492688412234178,13834727645482577038,13834727645482577038,18736733723877966879,True
19056,9668126,9668226,9668326,34249969745,34145896639,18112218055651888947,7547376822003816117,10564841233648072830,10564841233648072830,17568851513982332278,True
19057,9668229,9668329,9668429,34145896639,34146381777,17343866093608545754,4258331546569539528,13085534547039006226,4258331546569539528,16823550110800289381,True
19058,9668333,9668433,9668533,34146381777,34083034702,28779711960699633046,9662996582750334479,19116715377949298567,19116715377949298567,27916320601878644054,True
19059,9668436,9668536,9668636,34083034702,34110389305,22138794867422545007,14017526063287459623,8121268804135085384,14017526063287459623,21474631021399868656,True
19060,9668540,9668640,9668740,34110389305,34237752234,19497837045477721894,14151161680472759551,5346675365004962343,14151161680472759551,18912901934113390237,True
19061,9668643,9668743,9668843,34237752234,34252000000,27698074213440825223,21080382832956444071,6617691380484381152,21080382832956444071,26867131987037600466,True
19062,9668746,9668846,9668946,34252000000,34158867779,10493637736355528715,5919210541406868168,4574427194948660547,4574427194948660547,10178828604264862853,True
19063,9668849,9668949,9669049,34158867779,34130000000,22496380718581677360,2718822068791470633,19777558649790206727,19777558649790206727,21821489297024227039,True
19064,9668952,9669052,9669152,34130000000,34116201404,15493418434573697482,12371447810234727651,3121970624338969831,3121970624338969831,15028615881536486557,True
19065,9669055,9669155,9669255,34116201404,34078528347,16697811276993065877,6326781405421566832,10371029871571499045,10371029871571499045,16196876938683273900,True
19066,9669158,9669258,9669358,34078528347,34129434660,21179988064605131593,14598296367417345453,6581691697187786140,14598296367417345453,20544588422666977645,True
19067,9669262,9669362,9669462,34129434660,34207080779,18200306759695381058,13914125010662799973,4286181749032581085,13914125010662799973,17654297556904519626,True
19068,9669365,9669465,9669565,34207080779,34193160478,17454162569266282718,10592016405188271573,6862146164078011145,6862146164078011145,16930537692188294236,True
19069,9669469,9669569,9669669,34193160478,34117197713,12553205933317819125,2953511267390614009,9599694665927205116,9599694665927205116,12176609755318284551,True
19070,9669572,9669672,9669772,34117197713,33898000000,18167548325482013978,3241000859129547159,14926547466352466819,14926547466352466819,17622521875717553558,True
19071,9669675,9669775,9669875,33898000000,33812477669,14764343488600876093,4209628466225104016,10554715022375772077,10554715022375772077,14321413183942849810,True
19072,9669779,9669879,9669979,33812477669,33676510398,11767330120944641386,2766296566165847754,9001033554778793632,9001033554778793632,11414310217316302144,True
19073,9669884,9669984,9670084,33676510398,33559000000,14941325116154636737,2531487416733434997,12409837699421201740,12409837699421201740,14493085362669997634,True
19074,9669987,9670087,9670187,33559000000,33594856094,11760526237317375515,7124798603549530038,4635727633767845477,7124798603549530038,11407710450197854249,True
19075,9670090,9670190,9670290,33594856094,33702808189,15644669227574049128,14083269902326041459,1561399325248007669,14083269902326041459,15175329150746827654,True
19076,9670193,9670293,9670393,33702808189,33703796651,17716995681838250798,15076006798404967077,2640988883433283721,15076006798404967077,17185485811383103274,True
19077,9670296,9670396,9670496,33703796651,33714120688,13076445533139521225,3526943119502769267,9549502413636751958,3526943119502769267,12684152167145335588,True
19078,9670400,9670500,9670600,33714120688,33771998783,18038948731780380296,15286173952603783650,2752774779176596646,15286173952603783650,17497780269826968887,True
19079,9670503,9670603,9670703,33771998783,33730916502,13801640050190266633,10489547313639986023,3312092736550280610,3312092736550280610,13387590848684558634,True
19080,9670607,9670707,9670807,33730916502,33678040561,14927525719687711328,2875588666477370865,12051937053210340463,12051937053210340463,14479699948097079988,True
19081,9670711,9670811,9670911,33678040561,33646580750,13680703627603597130,4573172059318851277,9107531568284745853,9107531568284745853,13270282518775489216,True
19082,9670813,9670913,9671013,33646580750,33393887642,15531577012774824659,3571015026546690689,11960561986228133970,11960561986228133970,15065629702391579919,True
19083,9670916,9671016,9671116,33393887642,33218000000,21607211831557347366,3348351784407279805,18258860047150067561,18258860047150067561,20958995476610626945,True
19084,9671020,9671120,9671220,33218000000,33279293601,28661451444851289190,20891091265830630917,7770360179020658273,20891091265830630917,27801607901505750514,True
19085,9671124,9671224,9671324,33279293601,33211704960,16045573241747312553,9470434422905042726,6575138818842269827,6575138818842269827,15564206044494893176,True
19086,9671228,9671328,9671428,33211704960,33249435407,13337397184682703720,10053771141334782877,3283626043347920843,10053771141334782877,12937275269142222608,True
19087,9671331,9671431,9671531,33249435407,33381044669,14416359535231798770,10361381938555969035,4054977596675829735,10361381938555969035,13983868749174844806,True
19088,9671434,9671534,9671634,33381044669,33335800992,19012812252522676448,12221886340076191581,6790925912446484867,6790925912446484867,18442427884946996154,True
19089,9671537,9671637,9671737,33335800992,33407591493,17353263894992356199,10342853106298882766,7010410788693473433,10342853106298882766,16832665978142585513,True
19090,9671640,9671740,9671840,33407591493,33410623006,19113369366779140097,13620961267240776891,5492408099538363206,13620961267240776891,18539968285775765894,True
19091,9671743,9671843,9671943,33410623006,0,19821391681260875290,11786513926076367707,8034877755184507583,0,0,False
19092,9671851,9671951,9672051,0,0,891811518046493392,304128228508313974,587683289538179418,0,0,False
19093,9792637,9792737,9792837,33632653769,33653679711,446347698879476051,340053800875659621,106293898003816430,340053800875659621,432957267913091769,True
19094,9792740,9792840,9792940,33653679711,33605050695,1244514292563657573,233921301253800667,1010592991309856906,1010592991309856906,1207178863786747845,True
19095,9792843,9792943,9793043,33605050695,33539137177,263228333497263661,83990422864625221,179237910632638440,179237910632638440,255331483492345751,True
19096,9792948,9793048,9793148,33539137177,33531799107,1529643020049164254,463163651635686303,1066479368413477951,1066479368413477951,1483753729447689326,True
19097,9793052,9793152,9793252,33531799107,33561252282,2322286040402823909,1626014593136297577,696271447266526332,1626014593136297577,2252617459190739191,True
19098,9793156,9793256,9793356,33561252282,33581000000,4955579803107435869,3359086223555841529,1596493579551594340,3359086223555841529,4806912409014212792,True
19099,9793259,9793359,9793459,33581000000,33568071786,4050226567674090390,3046331238730363565,1003895328943726825,1003895328943726825,3928719770643867678,True
19100,9793363,9793463,9793563,33568071786,33579000000,3717503449065764632,2989859981340064505,727643467725700127,2989859981340064505,3605978345593791693,True
