epoch,genesis,completed,cancelled,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,treasuryAmount,bullBonusAmount,bearBonusAmount,lockPrice,closePrice,startTimestamp,lockTimestamp,closeTimestamp
28493,False,True,False,4690000000000000000,4534200000000000000,4534200000000000000,9220900000000000000,3300000000000000,0,0,37322700000,37272400000,1646991355,1646991655,1646991955
28494,False,True,False,6900000000000000000,6767000000000000000,6767000000000000000,13661000000000000000,6000000000000000,0,0,37272400000,37245800000,1646991664,1646991964,1646992264
28495,False,True,False,6060000000000000000,5652900000000000000,6060000000000000000,11702400000000000000,10500000000000000,0,0,37245800000,37268600000,1646991976,1646992276,1646992576
28496,False,True,False,5375000000000000000,5227200000000000000,5375000000000000000,10599350000000000000,2850000000000000,0,0,37268600000,37269700000,1646992285,1646992585,1646992885
28497,False,True,False,5810000000000000000,5810000000000000000,5810000000000000000,11620000000000000000,0,0,0,37269700000,37324800000,1646992597,1646992897,1646993197
28498,False,True,False,4670000000000000000,4656300000000000000,4656300000000000000,9325310000000000000,990000000000000,0,0,37324800000,37284900000,1646992924,1646993224,1646993524
28499,False,True,False,5840000000000000000,5696400000000000000,5840000000000000000,11530400000000000000,6000000000000000,0,0,37284900000,37337200000,1646993233,1646993533,1646993833
28500,False,True,False,6680000000000000000,6177600000000000000,6177600000000000000,12844400000000000000,13200000000000000,0,0,37337200000,37234200000,1646993542,1646993842,1646994142
28501,False,True,False,5400000000000000000,5030000000000000000,5400000000000000000,10418900000000000000,11100000000000000,0,0,37234200000,37299700000,1646993854,1646994154,1646994454
28502,False,True,False,6440000000000000000,6484200000000000000,6440000000000000000,12923600000000000000,600000000000000,0,0,37299700000,37310200000,1646994163,1646994463,1646994763
28503,False,True,False,5150000000000000000,5098500000000000000,5098500000000000000,10248500000000000000,0,0,0,37310200000,37254500000,1646994481,1646994781,1646995081
28504,False,True,False,5650000000000000000,5326200000000000000,5650000000000000000,10968100000000000000,8100000000000000,0,0,37254500000,37259000000,1646994793,1646995093,1646995393
28505,False,True,False,4880000000000000000,4831200000000000000,4880000000000000000,9711200000000000000,0,0,0,37259000000,37269600000,1646995108,1646995408,1646995708
28506,False,True,False,5890000000000000000,5544900000000000000,5544900000000000000,11422900000000000000,12000000000000000,0,0,37269600000,37267700000,1646995417,1646995717,1646996017
28507,False,True,False,5840000000000000000,5781600000000000000,5781600000000000000,11621600000000000000,0,0,0,37267700000,37257400000,1646995750,1646996050,1646996350
28508,False,True,False,4880000000000000000,4840000000000000000,4840000000000000000,9718800000000000000,1200000000000000,0,0,37257400000,37218600000,1646996062,1646996362,1646996662
28509,False,True,False,5730000000000000000,5730000000000000000,5730000000000000000,11460000000000000000,0,0,0,37218600000,37215700000,1646996371,1646996671,1646996971
28510,False,True,False,5980000000000000000,5938800000000000000,5938800000000000000,11915800000000000000,3000000000000000,0,0,37215700000,37206000000,1646996689,1646996989,1646997289
28511,False,True,False,5120000000000000000,5068800000000000000,5068800000000000000,10188800000000000000,0,0,0,37206000000,37160100000,1646997001,1646997301,1646997601
28512,False,True,False,6370000000000000000,6306300000000000000,6370000000000000000,12676300000000000000,0,0,0,37160100000,37407500000,1646997313,1646997613,1646997913
28513,False,True,False,6890000000000000000,6821100000000000000,6890000000000000000,13711100000000000000,0,0,0,37407500000,37440500000,1646997622,1646997922,1646998222
28514,False,True,False,4800000000000000000,4752000000000000000,4800000000000000000,9552000000000000000,0,0,0,37440500000,37566100000,1646997934,1646998234,1646998534
28515,False,True,False,6120000000000000000,6181200000000000000,6120000000000000000,12301200000000000000,0,0,0,37566100000,37698800000,1646998246,1646998546,1646998846
28516,False,True,False,5540000000000000000,5595400000000000000,5595400000000000000,11135400000000000000,0,0,0,37698800000,37673000000,1646998555,1646998855,1646999155
28517,False,True,False,5940000000000000000,5840000000000000000,5940000000000000000,11777000000000000000,3000000000000000,0,0,37673000000,37766800000,1646998864,1646999164,1646999464
28518,False,True,False,6280000000000000000,6070000000000000000,6070000000000000000,12343700000000000000,6300000000000000,0,0,37766800000,37742500000,1646999176,1646999476,1646999776
28519,False,True,False,6720000000000000000,6720000000000000000,6720000000000000000,13440000000000000000,0,0,0,37742500000,37714700000,1646999488,1646999788,1647000088
28520,False,True,False,4960000000000000000,4910400000000000000,4960000000000000000,9870400000000000000,0,0,0,37714700000,37750800000,1646999809,1647000109,1647000409
28521,False,True,False,5140000000000000000,5108600000000000000,5140000000000000000,10248000000000000000,600000000000000,0,0,37750800000,37779800000,1647000121,1647000421,1647000721
28522,False,True,False,6440000000000000000,6494100000000000000,6494100000000000000,12932600000000000000,1500000000000000,0,0,37779800000,37742800000,1647000454,1647000754,1647001054
28523,False,True,False,6790000000000000000,6827500000000000000,6790000000000000000,13616000000000000000,1500000000000000,0,0,37742800000,37759800000,1647000766,1647001066,1647001366
28524,False,True,False,4760000000000000000,4767200000000000000,4760000000000000000,9526000000000000000,1200000000000000,0,0,37759800000,37807300000,1647001078,1647001378,1647001678
28525,False,True,False,5610000000000000000,5530000000000000000,5610000000000000000,11137600000000000000,2400000000000000,0,0,37807300000,37970700000,1647001390,1647001690,1647001990
28526,False,True,False,5220000000000000000,5145000000000000000,5145000000000000000,10361850000000000000,3150000000000000,0,0,37970700000,37903900000,1647001702,1647002002,1647002302
28527,False,True,False,5150000000000000000,5049000000000000000,5049000000000000000,10197500000000000000,1500000000000000,0,0,37903900000,37792100000,1647002011,1647002311,1647002611
28528,False,True,False,5850000000000000000,5827700000000000000,5827700000000000000,11675300000000000000,2400000000000000,0,0,37792100000,37661200000,1647002320,1647002620,1647002920
28529,False,True,False,6035000000000000000,6029700000000000000,6029700000000000000,12062750000000000000,1950000000000000,0,0,37661200000,37613000000,1647002635,1647002935,1647003235
28530,False,True,False,6515000000000000000,6435000000000000000,6515000000000000000,12949550000000000000,450000000000000,0,0,37613000000,37657100000,1647002944,1647003244,1647003544
28531,False,True,False,6692500000000000000,6690000000000000000,6690000000000000000,13382425000000000000,75000000000000,0,0,37657100000,37595800000,1647003271,1647003571,1647003871
28532,False,True,False,6560000000000000000,6625600000000000000,6560000000000000000,13185600000000000000,0,0,0,37595800000,37614500000,1647003583,1647003883,1647004183
28533,False,True,False,4990000000000000000,4940100000000000000,4940100000000000000,9930100000000000000,0,0,0,37614500000,37443300000,1647003892,1647004192,1647004492
28534,False,True,False,5930000000000000000,5885700000000000000,5885700000000000000,11815250000000000000,450000000000000,0,0,37443300000,37397100000,1647004204,1647004504,1647004804
28535,False,True,False,6595000000000000000,6484500000000000000,6595000000000000000,13078150000000000000,1350000000000000,0,0,37397100000,37563100000,1647004516,1647004816,1647005116
28536,False,True,False,5870000000000000000,5880000000000000000,5880000000000000000,11749100000000000000,900000000000000,0,0,37563100000,37527900000,1647004825,1647005125,1647005425
28537,False,True,False,6545000000000000000,6595300000000000000,6595300000000000000,13139850000000000000,450000000000000,0,0,37527900000,37504800000,1647005137,1647005437,1647005737
28538,False,True,False,4590000000000000000,4555100000000000000,4555100000000000000,9142700000000000000,2400000000000000,0,0,37504800000,37480500000,1647005449,1647005749,1647006049
28539,False,True,False,5125000000000000000,5140900000000000000,5140900000000000000,10264850000000000000,1050000000000000,0,0,37480500000,37449600000,1647005761,1647006061,1647006361
28540,False,True,False,6220000000000000000,6190000000000000000,6190000000000000000,12409100000000000000,900000000000000,0,0,37449600000,37435600000,1647006073,1647006373,1647006673
28541,False,True,False,5060000000000000000,5050000000000000000,5050000000000000000,10109700000000000000,300000000000000,0,0,37435600000,37394400000,1647006385,1647006685,1647006985
28542,False,True,False,5802000000000000000,5790000000000000000,5790000000000000000,11591640000000000000,360000000000000,0,0,37394400000,37373200000,1647006697,1647006997,1647007297
28543,False,True,False,7162000000000000000,6831000000000000000,7162000000000000000,13985140000000000000,7860000000000000,0,0,37373200000,37466400000,1647007027,1647007327,1647007627
28544,False,True,False,4670000000000000000,4726600000000000000,4726600000000000000,9395700000000000000,900000000000000,0,0,37466400000,37425000000,1647007342,1647007642,1647007942
28545,False,True,False,920000000000000000,910800000000000000,920000000000000000,1830800000000000000,0,0,0,37425000000,37439900000,1647007657,1647007957,1647008257
28546,False,True,False,810000000000000000,838100000000000000,810000000000000000,1647500000000000000,600000000000000,0,0,37439900000,37467400000,1647007967,1647008267,1647008567
28547,False,False,False,770000000000000000,762300000000000000,0,0,0,0,0,37467400000,0,1647008276,1647008576,1647008876
28548,False,False,False,0,0,0,0,0,0,0,0,0,1647008591,1647008891,1647009191
28549,True,False,False,0,0,0,0,0,0,0,37560400000,0,1647008909,1647009209,1647009509
28550,False,False,False,0,0,0,0,0,0,0,0,0,1647009218,1647009518,1647009818
28551,True,True,False,0,0,0,0,0,0,0,37517800000,37461700000,1647009506,1647009806,1647010106
28552,False,True,False,0,0,0,0,0,0,0,37461700000,37428100000,1647009818,1647010118,1647010418
28553,False,True,False,0,0,0,0,0,0,0,37428100000,37388700000,1647010127,1647010427,1647010727
28554,False,True,False,0,0,0,0,0,0,0,37388700000,37353200000,1647010436,1647010736,1647011036
28555,False,True,False,0,0,0,0,0,0,0,37353200000,37274700000,1647010745,1647011045,1647011345
28556,False,True,False,0,0,0,0,0,0,0,37274700000,37232800000,1647011054,1647011354,1647011654
28557,False,True,False,0,0,0,0,0,0,0,37232800000,37148200000,1647011369,1647011669,1647011969
28558,False,True,False,0,0,0,0,0,0,0,37148200000,37243600000,1647011678,1647011978,1647012278
28559,False,True,False,0,0,0,0,0,0,0,37243600000,37302200000,1647011990,1647012290,1647012590
28560,False,True,False,0,0,0,0,0,0,0,37302200000,37246500000,1647012300,1647012600,1647012900
28561,False,True,False,0,0,0,0,0,0,0,37246500000,37304100000,1647012612,1647012912,1647013212
28562,False,True,False,0,0,0,0,0,0,0,37304100000,37342400000,1647012921,1647013221,1647013521
28563,False,True,False,0,0,0,0,0,0,0,37342400000,37298800000,1647013230,1647013530,1647013830
28564,False,True,False,0,0,0,0,0,0,0,37298800000,37198700000,1647013542,1647013842,1647014142
28565,False,True,False,0,0,0,0,0,0,0,37198700000,37265000000,1647013854,1647014154,1647014454
28566,False,True,False,0,0,0,0,0,0,0,37265000000,37110200000,1647014166,1647014466,1647014766
